1,1088 Email Press,http://1088.email/
2,2425 Publishers,http://2425publishers.org/
3,A M Publishers,http://ampublisher.com/index.html
4,ABC Journals,http://www.abcjournals.net/
5,Abhinav,http://www.abhinavjournal.com/
6,Academe Research Journals,http://www.academeresearchjournals.org/
7,Academia Publishing,http://academiapublishing.org/index.htm
8,Academia Research,http://academiaresearch.org/
9,Academia Scholarly Journals (ASJ),http://www.academiascholarlyjournal.org/
10,Academic and Business Research Institute,http://www.aabri.com/
11,Academic and Scientific Publishing,http://acascipub.com/
12,Academic Direct Publishing House,http://ph.academicdirect.org/
13,Academic Journals,http://www.academicjournals.org/
14,Academic Journals and Research ACJAR,http://www.acjar.org/index.html
15,Academic Journals Online (AJO),http://www.academicjournalsonline.co.in/
16,"Academic Journals, Inc.",http://www.academicjournalsinc.com/
17,Academic Knowledge and Research Publishing,http://www.akrpub.com/
18,Academic Organization for Advancement of Strategic and International Studies (Academic OASIS),http://www.academicoasis.org/
19,"Academic Publications, Ltd.",http://www.acadpubl.eu/index.html
20,"Academic Publications, Prime Publications (also here)",https://www.academicpublications.net/
21,"Academic Research in Science, Engineering, Art and Management (ARSEAM)",http://www.arseam.com/
22,Academic Research Journals,http://www.academicresearchjournals.org/index.htm
23,Academic Research Publishers (ARPUB),http://acrpub.com/index.php
24,Academic Research Publishing Agency,http://www.arpapress.com/
25,Academic Research Publishing Group,http://arpgweb.com/index.php
26,Academic Research Publishing House,http://www.acadrp.org/
27,Academic Scholars Publishing House,http://academic-publishing-house.com/
28,Academic Sciences,http://www.ijaponline.org/
29,Academic Solutions (union of Academic Publications Ltd. and Dynamic Publishers),https://acadsol.eu/
30,Academic Star Publishing Company (also here),http://www.academicstar.us/index.asp
31,Academic Web Publishers (AWP),http://academicwebpublishers.org/
32,Academic World Education & Research Center,http://www.awer-center.org/journals.htm
33,AcademicDirect Publishing House,http://ph.academicdirect.org/
34,Academicians’ Research Center (ARC) (ARC Journals),http://www.arcjournals.org/index.php
35,Academics World,http://academicsworld.org/
36,Academy for Environment and Life Sciences,http://aelsindia.com/
37,Academy Journals,http://www.academyjournals.net/
38,Academy of Business & Scientific Research (ABSR),http://www.absronline.org/
39,Academy of IRMBR International Research in Management and Business Realities,http://www.academyirmbr.com/
40,Academy of Knowledge Process,http://akpinsight.webs.com/
41,Academy of Science and Engineering (ASE),http://www.scienceengineeringacademy.org/asesite/
42,Academy of Science and Social Science (ASSS),http://www.asss-web.com/
43,Academy of Scientific and Applied Research (ASAAR),http://asaarjournals.com/
44,Academy Publish,http://www.academypublish.org/
45,Access International Journals,http://www.accessinterjournals.org/
46,Access Journals,http://www.accessjournals.org/
47,Access Publishers,http://www.accesspublishers.org/
48,ACT Publishing,http://www.ghrnet.org/
49,ACTA Press,http://www.actapress.com/
50,Acta Scientific,https://actascientific.com/journals.php
51,Acta Scientifica,http://actascientifica.com/index.php
52,AD Publication,http://www.adpublication.org/
53,AD Publications,http://adpublications.org/
54,Ada Lovelace Publications,http://www.ada-lovelace.co.uk/
55,Advance Educational Institute & Research Centre (AEIRC),http://aeirc-edu.com/
56,Advance Journals,http://advancejournals.org/
57,Advanced Institute of Convergence Information Technology (AICIT),http://www.aicit.org/publications.html
58,Advanced Journals,http://advancedjournals.org/index.htm
59,Advanced Research Journals,http://www.advancedresearchjournals.org/
60,Advanced Research Publications,http://adrpublications.in/
61,Advanced Research Society for Science and Sociology (ARSSS),http://arsss.org/
62,Advanced Scholars Journals,http://advancedscholarsjournals.org/
63,Advanced Science and Engineering Technology Institute (ASET),http://www.asetrc.org/
64,Advanced Science Research Journals,http://advancedscienceresearchjournals.org/
65,Advanced Technology & Science (ATScience),http://atscience.org/
66,Advancement and Development in Technology International (Aditi),http://aditisci.com/index.php
67,Advancements in Science,http://www.ajournals.com/
68,Adyan Academic Press,http://www.adyanacademicpress.com/index.php
69,AENSI (American-Eurasian Network for Scientific Information),http://www.aensiweb.com/index.html
70,AEPress,https://www.elis.sk/
71,African Research Review (AFRREV),http://afrrevjo.net/
72,AgiAl Publishing House,http://www.agialpress.com/
73,Agropub,http://agropub.com/index.html
74,AGU Publications,http://www.agupublication.com/
75,AI Publications,http://aipublications.com/
76,AINSTIN Knowledge Hub,http://ainstin.com/
77,AIRCC Publishing Corporation,http://airccse.org/index.php
78,Aizeon Publishers,http://www.aizeonpublishers.net/aboutus.html
79,AJPO Journals,https://ajpojournals.org/
80,Akademia Baru Publishing (previously Penerbit Akademia Baru),http://www.akademiabaru.com/
81,Akademik Plus Publication,
82,Albert Science International Organization,http://albertscience.com/
83,Allied Academies,http://www.alliedacademies.org/
84,Allied Journals,http://www.alliedjournals.com/
85,Ambit Journals,http://ambitjournals.org/
86,AME Publishing Company (new website here),http://www.amepc.org/
87,American Academic & Scholarly Research Center (AASRC),http://aasrc.org/
88,American Association for Science and Technology (AASCIT),http://www.aascit.org/home/index
89,American Journal,http://www.amjournals.org/
90,American Research Institute for Policy Development,http://aripd.org/
91,American Research Journals,http://www.arjonline.org/
92,American Research Publications,http://www.arepub.com/
93,American Scholarly Research Association,http://www.asraresearch.org/
94,American Scientific Publishers,http://www.aspbs.com/
95,American Scientific Research Journals,http://www.americanscientificresearchjournals.org/
96,American Society of Registered Nurses,http://www.asrn.org/
97,American Society of Science and Engineering,http://www.as-se.org/
98,American V-King Scientific Publishing,http://www.vkingpub.com/
99,"Amoghsiddhi Education Society (AES) (AES Journals in Engineering Technology, Management, and Sciences - AES E-JOURNALS) (also here)",http://aessangli.in/
100,AMS Central,http://www.amscentral.com/
101,Andrew John Publishing Inc.,http://www.andrewjohnpublishing.org/open-access-publications.php
102,Annex Publishers,http://www.annexpublishers.com/
103,ansinet (Asian Network for Scientific Information),http://www.ansinet.com/
104,Ant Journals (Antjournals) (related to Nobel International Journals),http://www.antjournals.org/
105,Antarctic Journals,http://www.domainsmoon.com/
106,Aperito Online Publishing,http://aperito.org/index.php
107,Apex Journal,http://apexjournal.org/
108,Applied Science Innovations,http://www.applied-science-innovations.com/
109,APST Publication,http://www.apst.co.in/
110,Arabian Group of Journals (AGJ),http://www.arabianjbmr.com/index.php
111,Aradhya International Publication,http://puneresearch.com/home
112,ARC Journals,https://www.arcjournals.org/
113,Archers & Elevators Publishing House,http://www.aeph.in/
114,Archyworld,http://www.archyworld.com/
115,ARDA Conference,https://www.ardaconference.com/
116,Arena Of Sciences,http://arenaofsciences.com/
117,ARPN Journals,http://arpnjournals.com/
118,AS Publishers,http://aspublishers.com/
119,Asclepius Open,https://asclepiusopen.com/
120,ASD Publisher,http://asdpub.com/
121,Ashdin Publishing,http://www.ashdin.com/
122,AshEse Visionary,http://www.ashese.co.uk/
123,Asia Pacific Institute of Advanced Research,http://apiar.org.au/
124,Asian Academic Research Associates,http://www.asianacademicresearch.org/index.html
125,Asian and American Research Publishing Group,http://www.aarpub.com/
126,Asian Economic and Social Society (AESS),http://www.aessweb.com/index.php
127,Asian Intellect,http://www.asianintellect.org/
128,Asian Online Journal Publishing Group,http://www.asianonlinejournals.com/
129,Asian Online Journals,http://www.ajouronline.com/
130,Asian Pharma Press,http://www.asianpharmaonline.org/
131,Asian Publication Corporation (Asian Pub. Corp.),http://asianpubs.org/content/
132,Asian Research Consortium,http://www.aijsh.org/?task=index
133,Asian Transactions,http://www.asian-transactions.org/
134,Asia-Pacific Association of Medical Research,http://www.apamr.org/
135,Associated Asia Research Foundation (AARF),http://www.aarf.asia/
136,"Association for Sustainable Education, Research and Science (ASERS Publishing) (new website here)",http://www.asers.eu/asers-publishing/journals.html
137,Association of Computer Electronics and Electrical Engineers (ACEEE),http://www.theaceee.org/
138,Association of North America Higher Education International (ANAHEI),http://anahei.org/
139,Aster Publications,http://asterpublications.org/
140,AstonJournals,http://astonjournals.com/
141,Athal Press & Media,http://www.athalgroup.com/Athal-Press-and-Media.aspx
142,Atharva Scientific Publications,http://www.atharvapub.com/HomePage/
143,Athens Institute for Education and Research (ATINER),http://www.atiner.gr/
144,"Atlas Publishing, LP",http://www.atlas-publishing.org/index.php
145,"Auctores Publishing, LLC",https://www.auctoresonline.org/
146,Aufau Periodicals (AP),http://www.chesci.com/
147,Austin Publishing Group,http://austinpublishinggroup.org/
148,Australasian Centre for Research and Development (ACRD),http://www.acrd.net.au/
149,Australian Academy of Business and Social Sciences,http://www.aabss.org.au/
150,Australian Academy of Business Leadership,http://aabl.com.au/
151,Australian International Academic Centre Pty. Ltd.,http://www.aiac.org.au/
152,Australian International Research Consortium (Australian International Journals),http://www.ausinternationaljournals.com.au/
153,Australian Society for Commerce Industry & Engineering (SCIE),http://www.scie.org.au/
154,Austrian E-Journals of Universal Scientific Organization,http://www.aeuso.org/
155,Austrian Scientific Publication House,http://www.autpub.org/MWP/
156,Avanti Publishers.com,http://www.avantipublishers.com/
157,Avens Publishing Group,http://www.avensonline.org/
158,Avestia Publishing,http://avestia.com/
159,Avicena Publisher,http://www.avicenapublisher.org/
160,Avid Science,http://avidscience.com/
161,Axis Journals,http://www.axisjournals.com/
162,Baishideng Publishing Group,http://www.wjgnet.com/
163,Basha Research Corporation (BRCORP),http://basharesearch.com/journals.htm
164,Basic Research Journals,http://basicresearchjournals.org/index.html
165,Bell Press,http://bellpress.org/
166,Bentham Open,http://benthamopen.com/
167,Best Journals,http://www.bestjournals.in/index.php
168,Better Advances Press,http://www.bapress.ca/index.html
169,Betty Jones & Sisters Publishing,http://bettyjonespub.com/
170,Bilingual Publishing Co,http://www.bilpublishing.com/
171,Binary Information Press,http://www.1010press.com/
172,Bio Accent (Bioaccent),http://bioaccent.org/
173,Bio Core (Biocore),http://biocoreopen.org/index.php
174,Bio-Byword Publishing PTY LTD​,http://www.bbwpublisher.com/
175,Bioflux Society,http://www.bioflux.com.ro/
176,Biogeneric Publishers,https://biogenericpublishers.com/
177,Biohelikon,http://www.biohelikon.org/
178,Biohouse Publishing Group,http://biohouse.us/
179,BioInfo Publications,http://www.bioinfopublication.org/
180,BioIT international Journals (Bi International Journals),http://bipublication.com/index.html
181,Biological and Chemical Publishing,http://www.bacpl.org/
182,BioMed Press,http://www.biomedpress.org/
183,BioMed Research,http://bmrjournals.com/Home/Index
184,"BiomedGrid, LLC",https://biomedgrid.com/
185,"Biomedical Research Network+, LLC",http://biomedres.co/
186,BioMedSciDirect Publications,http://www.biomedscidirect.com/aboutjournal.php
187,BioPublisher,http://biopublisher.ca/
188,Bioscience Research & Educational Institute,http://www.bret.ac.in/
189,Birlesik Dunya Yenilik Arastirma ve Yayincilik Merkezi,https://www.un-pub.eu/ojs/
190,Blaze Journals,http://blazejournals.org/index.php
191,Blue Apple Publications,http://www.blue-ap.org/
192,Blue Eyes Intelligence Engineering & Sciences Publication,http://blueeyesintelligence.org/
193,Blue Ocean Research Journals,http://www.borjournals.com/
194,BluePen Journals,http://www.bluepenjournals.org/
195,Boffin Access,https://www.boffinaccess.com/
196,Bonfring,http://www.bonfring.org/
197,"Book Publisher International (BookPI) (linked to ScienceDomain International, another predatory publisher)",https://www.bookpi.org/
198,Bosal Journals,http://bosaljournals.com/
199,Bowen Publishing,http://www.bowenpublishing.com/
200,Boya Century Publishing,http://www.journals.cfp.edu.pl/
201,Brainy Buzz,http://brainybuzz.in/
202,Brazilian Journals Publicações,https://www.brazilianjournals.com.br/
203,Bret Research Journals,http://www.bretj.com/
204,British Association of Academic Research (BAAR),http://www.bjmhs.baar.org.uk/
205,"British Bio Medicine Institute (British BioMedicine Publishers, BBM Publishers)",https://www.britishbiomedicine.com/
206,British Journal,http://www.bjournal.co.uk/
207,British Open Research Publications,http://www.borpub.com/index.php
208,BRNSS Publication Hub,http://brnsspublicationhub.org/
209,Business Journalz (BJ),http://www.businessjournalz.org/
210,Business Perspectives,http://businessperspectives.org/
211,BUSSECON International Publishing (BSCint),https://bussecon.com/
212,Cafet Innova Technical Society (CITS),http://cafetinnova.org/
213,Cairo Center for Development Benchmarking,http://cdbenchmark.com/publishing
214,Cambridge Scholars Publishing (CSP),http://www.cambridgescholars.com/
215,Canadian Academy of Oriental and Occidental Culture (see CSCanada),http://cscanada.net/
216,Canadian Center of Science and Education,http://ccsenet.org/
217,Canadian Research & Development Center of Sciences and Cultures (see CSCanada),http://cscanada.net/
218,Canadian Research Publication,http://www.crpub.com/index.php
219,Canadian Science and Research Group (CANSRG),http://www.cansrg.com/
220,Canadian Science and Technology Press Inc.,http://canadianstpress.com/ojs/index.php
221,Cardiology Academic Press,http://cardiologyacademicpress.com/
222,CARI Journals,http://www.carijournals.org/
223,Cenetri Publishing Group,https://www.cenetrionline.org/
224,Center for Academic Research (CAR) (linked to RIPK),https://www.ijssb.com/index.php/car
225,Center for Contemporary Research (CCR) (linked to RIPK),http://www.ijbmcnet.com/index.php/ccr
226,Center for Enhancing Knowledge (CEK UK),http://www.cekinfo.org.uk/
227,Center for Global Research Development (CGRD),http://www.cgrd.org/
228,Center for Natural Science & Engineering Research (CNSER/CenNSER),http://cennser.org/
229,Center for Promoting Education and Research (CPER),http://cpernet.org/
230,Center for Promoting Ideas,http://www.cpinet.info/
231,Center for the Development and Dissemination of Knowledge,http://www.cddk.org/index.html
232,Center of Advanced Scientific Research and Publications (CASRP),http://casrp.co.uk/
233,Central Bohemia University Publishing,http://journals.cz/
234,Central Research Insight,http://cri.ideainfinity.pk/?p=1
235,Centre For Info Bio Technology (CIBTech),http://www.cibtech.org/index.htm
236,"Centre for Multidisciplinary Research, Innovation and Collaboration (C-MRiC.ORG)",http://www.c-mric.org/
237,Centre for Promoting Knowledge (CPK UK),http://www.ijsrit.com/page.php?cat=25
238,Centre for Research on Islamic Banking & Finance and Business (CRIBFB),https://www.cribfb.com/
239,Centre of Excellence for Scientific & Research Journalism (COES&RJ),http://www.centreofexcellence.net/
240,Centre of Promoting Research Excellence (CPRE),http://cprenet.com/home/
241,CESER Publications (another website here),http://www.ceser.in/
242,Chembio Publishers (new website here),http://chembioepub.com/
243,Chitkara University Publications,http://www.chitkara.edu.in/publications/journals/
244,Cientific Group,https://www.cientificgroup.com/journals.php
245,CIRWORLD (also here),https://cirworld.com/
246,Clerisy Publishers,http://clerisyonlinepublishers.org/
247,ClinMed International Library,http://clinmedjournals.org/
248,Cloud Journals,http://cloud-journals.com/
249,Cloud Journals (also Cloud Publications),http://www.cloud-journals.com/
250,Cloud Publications,http://www.cloudpublications.org/
251,Clyto Access,http://www.clytoaccess.com/
252,CME Publishing Group (inactive),http://www.cmepub.com/index
253,Coalesce Research Group,http://coalesceresearchgroup.com/
254,Coltharp Institute,http://www.coltharpinstitute.com/
255,Columbia International Publishing,http://www.uscip.org/
256,Companhia Brasileira de Produção Científica (CBPC) or Sustenere Publishing,https://sustenere.inf.br/
257,Comparative Journals,http://comparativejournals.org/index.php/index
258,Comprehensive Research Journals,https://comprehensiveresearchjournals.org/
259,Computer Science Journals,http://www.cscjournals.org/
260,CONFAB Journals,http://www.confabjournals.com/
261,Congress Press,http://www.congresspress.com/Journals/index.php/index/index
262,Consortia Academia,http://consortiacademia.org/
263,"CONSORTIUM Intellectual Consortium of Drug Discovery and Technology Development, Inc. (ICDTD Inc.)",http://www.icdtdi.ca/home.html
264,Contemporary Research Center (CRC Publications),http://www.ijern.com/index.php
265,Convergence Information Society,http://www.globalcis.org/eng/
266,Copernicus Publishing,http://copernicuspublishing.com/
267,Corpus Publishers,https://www.corpuspublishers.com/
268,Cosmic Journals,http://cosmicjournals.com/
269,Cosmos Scholars Publishing House,http://www.cosmosscholars.com/
270,Council for Innovative Research,http://www.cirworld.net/
271,CRDEEP International Journals,http://www.crdeep.com/
272,Cresco Online Publishing (also here),http://crescopublications.org/
273,CREST Journals,http://www.crestjournals.com/
274,Crimson Publishers​,http://crimsonpublishers.com/
275,Crown Journals,http://www.crownjournals.org/
276,CSCanada,http://cscanada.net/
277,CSK Scientific Press,https://cskscientificpress.com/
278,CTR Publications,http://tcrjournals.com/index.php
279,Current Research Web,http://www.curresweb.com/
280,Cyber Journals,http://www.cyberjournals.com/
281,DAMA International,http://www.sciencejournal.in/home/
282,Darsgah-e-Ahlebait,http://darsgah-e-ahlebait.com/journals.php
283,Darshan Publishers,http://darshanpublishers.com/index.html
284,David Publishing (also here),http://www.davidpublishing.com/
285,Dean & Francis (D&F),https://www.deanfrancispress.com/
286,Deccan Pharma Journals,http://www.deccanpharmajournals.com/
287,DeNovo Scientific Publishing,http://www.denovojournal.com/
288,Dentamed Publishing,http://www.dentamedpublishing.com/
289,Design for Scientific Renaissance,http://www.sign-ific-ance.co.uk/index.html
290,"DEStech Publications, Inc.",http://www.destechpub.com/
291,Developing Country Think Tank Institute,http://dcthink.org/
292,Dhan Med Publishers,http://www.dhanmedpublishers.com/
293,Didactic Journals,http://didacticjournals.org/
294,Digital Information Research Foundation (DIRF),http://www.dirf.org/
295,Digital Science Press,http://dscipress.com/
296,Direct Research Journals,http://directresearchpublisher.org/
297,DISA Publication Group (DP Group),http://www.disa.org.in/DPGroup/index.html
298,Discourse Journals,http://www.resjournals.org/
299,Discovery Publication,http://discoveryjournals.com/
300,DJ Publications,http://www.djjames.org/
301,Donnish Journals,http://donnishjournals.org/
302,Dorma Journals,http://www.dormaj.com/
303,Dr.BGR Publications,http://www.drbgrpublications.in/
304,DRUNPP Sarajevo (Society for Development of Teaching and Business Processes in New Net Environment in B&H),http://www.drunpp.ba/
305,Dynamic Publishers,http://www.dynamicpublishers.org/journals/index.php/index
306,e3Journals,http://www.e3journals.org/index.php
307,Eagle Publishing Group,http://eaglegp.org/
308,Earth Journals,http://www.earthjournals.org/
309,East African Scholars Publisher (EAS Publisher),http://www.easpublisher.com/
310,East West Association For Advanced Studies and Higher Education,http://ew-a.org/
311,Ebioscholar,http://ebioscholar.com/ojs/index.php/index/index
312,Ebu Press,http://www.ebupress.com/
313,eCanadian Journals,http://www.ecanadianjournals.com/ecanadian/
314,e-Century Publishing Corporation,http://www.e-century.org/
315,Econjournals,http://www.econjournals.com/index.php/index
316,E-Cronicon,https://www.ecronicon.com/
317,Edelweiss Publications,http://edelweisspublications.com/edelweiss/frontend/index.php
318,EDUGAIT Press,http://www.edugait.com/
319,Edupedia Publications (see also International Scholarly Open Access Research),http://edupediapublications.org/
320,Eighth Sense Research Group,http://www.internationaljournalesrg.org/
321,Einstein International Journal Organization (EIJO),http://www.eijo.in/
322,E-International Journals of Academic & Scientific Research (EIJASR),http://eijasr.com/index.php
323,E-International Scientific Research Journal Consortium (E-ISRJC),http://www.eisrjc.com/
324,EISRJC Journals (E-International Scientific Research Journal Consortium),http://www.eisrjc.com/
325,"eJM (eJM Science, eJManager)",http://www.ejmscience.com/journals/
326,e-journal (see also here),http://worldresearchjournals.com/
327,eJournals of Academic Research & Reviews,http://www.ejarr.com/
328,Eko Journal,http://www.ekojournal.com/
329,eLearning Institute,http://www.theelearninginstitute.org/
330,Electronic Center for International Scientific Information,http://ecisi.com/
331,Elewa Bio Sciences,http://www.m.elewa.org/index.php
332,Elite Hall Publishing House,http://elitehall.elitehall.com/
333,Elite Research Journals,http://www.eliteresearchjournals.org/
334,ELK Asia Pacific Journals,http://www.elkjournals.com/
335,ElmCore Journals,http://www.science-fellows.org/
336,Elmer Press,http://www.elmerpress.com/
337,ELVEDIT.COM,http://elvedit.com/
338,Elyns Publishing Group,http://www.elynsgroup.com/Default.aspx
339,Emeraldtree Publishing,http://emtpub.com/
340,Emerging Academy Resources (EAR),http://www.emergingresource.org/index.html
341,EMRES Publishers,https://emrespublisher.com/
342,ENCYCLOPAEDIC PUBLISHING PTE.LTD (associated with PiscoMed Publishing and Frontier Scientific Publishing),http://en.encyclopub.com/
343,Engineering and Technology Publishing,http://etpub.com/
344,Engineering Information Institute (ENGII),http://www.engii.org/
345,Engineering Journals (Engg Journals Publications),http://www.enggjournals.com/
346,Engineering Publication House,http://ephjournal.com/
347,Engineering Research Publication,https://www.erpublication.org/
348,Enhanced Research Publications (ER Publications),http://www.erpublications.com/
349,Enliven Archive,http://www.enlivenarchive.org/
350,EnPress Publisher,http://enpress-publisher.com/
351,Enriched Science Publication,http://www.printjournals.com/
352,Enviro Publishers / Enviro Research Publishers,http://www.enviropublishers.com/
353,EPH Journal (Engineers Publication House),http://ephjournal.com/
354,EPIX PUB (EPIXPUB),http://epixpub.com/
355,EPRA Journals,http://eprajournals.com/
356,EPRA Wisdom,http://eprawisdom.com/
357,ERM Publications (Educational Research Multimedia & Publications),http://www.researchersworld.com/ermp.html
358,Erudite Journals Limited,http://eruditejournals.org/ejb/index.htm
359,ESci Journals Publishing,http://www.escijournals.net/
360,e-Science Central,http://esciencecentral.org/
361,eScience Publisher (eSciPub),http://escipub.com/
362,eScientific Research (eSciRes),http://escires.com/
363,ESRSA Publication (Engineering and Science Research Support Academy),http://www.esrsa.org/
364,ETA Maths Journals,http://etamaths.com/
365,Ethan Publishing Company,http://www.ethanpublishing.com/
366,Eurasian Academy of Sciences (Avrasya Bilimler Akademisi),http://eurasianacademy.org/
367,Eurasian Publications,http://www.eurasianpublications.com/
368,Eurasian Research Publishing,http://www.erepub.com/
369,Eurasian Union of Scientists (Eurasian Scientific Union ESU),http://euroasia-science.ru/en/about/
370,Euro Asia Research and Development Association,http://www.euroasiapub.org/
371,EuroJournals,http://eurojournals.com/
372,European Center for Science Education and Research (EUSER),http://euser.org/
373,European Journals of Business Management (EJoBM),http://www.ejobm.org/
374,European Journals of Education Studies,http://oapub.org/edu/index.php/index
375,European Open Access Publishing (EUROPA),https://www.europapublishing.org/
376,European Union Research Publishing,http://www.eurpub.com/
377,European-American Journals (and here) (EAJournals),http://ea-journals.org/index.php
378,Everant,http://everant.in/
379,EverScience Publications,http://www.everscience.org/index.html
380,"ExcelingTech Publishing Company, Ltd.",http://ojs.excelingtech.co.uk/
381,Excellent Publishers,http://www.excellentpublishers.com/
382,Excellent Word Journals,http://www.excellentwordjournals.org/index.html
383,Excelytics Publishers,http://excelyticspublishers.com/
384,Expert Journals,http://www.expertjournals.com/
385,Far East Research Centre,http://www.fareastjournals.com/
386,Ficus Publishers,http://ficuspublishers.com/Home.php
387,Finlogy,http://onlinejournal.in/
388,"FM Publishers (FM Journals, Frontiers Meetings)",https://fmpublishers.org/
389,"Focus in Research & Education (FIRE, Firepubs)",http://firepubs.com/index.php
390,ForteOpen Journals,https://forteopen.com/
391,Fortune Journals,http://www.fortunejournals.com/
392,Foundation for Promotion of Basic & Applied Science (FOPRAS),http://www.fopras.org/
393,Friends Science Publishers (FSP),http://www.fspublishers.org/index.php
394,Frontier Scientific Publishing (associated with PiscoMed Publishing and ENCYCLOPAEDIC PUBLISHING),http://front-sci.com/
395,Frontiers in Bioscience (FBS),https://www.bioscience.org/
396,Frontiers,http://www.frontiersin.org/
397,FSSH Scholarly Journals,http://fssh-journal.org/
398,Fundamental Journals,http://fundamentaljournals.org/
399,Fundamental Research and Development International (FRDI),http://frdint.com/index.html
400,Future Academy,http://www.futureacademy.org.uk/
401,Galore Knowledge Publication Pvt. Ltd.,http://www.gkpublication.in/
402,Gatha Cognition,http://www.gathacognition.com/
403,Gavin Publishers,http://gavinpublishers.org/
404,GBS Publishers & Distributors (India),http://www.gbspublisher.com/
405,Geist Science,https://geistscience.com/
406,Genexcellence Publication (G Publications),http://gpublication.com/
407,German Science and Technology Press,http://grsci-techpress.org/
408,Gexin Publications,http://gexinonline.com/
409,GIAP Journals,https://giapjournals.com/
410,GJ Publications (G J Publications),http://www.gjpublications.com/
411,GJR Publication,https://gjrpublication.com/
412,Global Academic Institute,http://www.globalacademicinstitute.com/
413,Global Advanced Research Journals,http://garj.org/
414,Global Business Research Journals,http://www.globalbizresearch.org/index.php
415,Global Institute for Research and Education,http://www.gifre.org/
416,Global International Scientific Analytical Project (GISAP) (see International Academy of Science and Higher Education),http://iashe.eu/en/periodicals-journals-academy
417,"Global Journals, Inc. (US) (new websites: https://globaljournals.org/ and https://journalofscience.org/)",http://globaljournals.us/
418,Global Open Journals,http://globalopenjournals.org/
419,Global Openaccess,http://globalopenaccess.com/
420,Global Press Hub (GPH),https://globalpresshub.com/
421,Global Publishing Corporation,http://gpcpublishing.com/
422,Global Research Journals,http://www.globalresearchjournals.org/
423,Global Research Online,http://www.globalresearchonline.net/
424,Global Research Publishing (GRP),http://www.grpjournal.org/
425,Global Researchers Journals,http://www.grjournals.com/
426,Global Scholars Journals,http://www.globalscholarsjournals.org/
427,Global Science Center LP,http://european-science.org/en/
428,Global Science Publishing Group,http://globalsciencepg.org/
429,Global Science Research Journals,http://globalscienceresearchjournals.org/
430,Global Scientific Journals,http://www.globalscientificjournal.com/
431,Global Scientific Research Journals (GSR),http://www.gsrjournals.com/
432,"Global Scientific, Inc.",http://globalpublication.org/index.html
433,Global Society of Scientific Research and Researchers (GSSRR),http://gssrr.org/index.php?journal=gssrr&page=index
434,Global Technocrats & Intellectual’s Association (GTIA),http://www.gtia.co.in/
435,Global Vision Press,https://gvpress.com/journals/
436,GlobalSkope Publishing Society,http://globalskope.com/ijesr/index.html
437,Globeedu Group,http://www.globeedugroup.com/
438,Gnosis Open Access Publishers (re-branded as Gratis Open Access Publishers),http://www.gnosisoa.org/
439,Gopalax,http://www.ijcns.com/
440,GPH Journal (Global Publication House International Journals) (connected to EPH Journal),http://www.gphjournal.org/
441,GRABS Educational Charitable Trust,http://grabstrust.com/
442,Graphy Publications,http://www.graphyonline.com/index.php
443,Gratis Open Access Publishers,http://www.gratisoa.org/
444,GRDS Publishing,http://grdspublishing.org/
445,Green Earth Research Network,http://www.gejournal.net/index.html
446,Green Global Foundation (GGF),http://www.ggfagro.com/
447,Green Publication,https://gnpublication.org/
448,Greener Journals,http://www.gjournals.org/
449,Greenfield Advanced Research Publishing House,http://www.garph.co.uk/index.html
450,Growing Science Publishing Company,http://growingscience.com/index.html
451,GS Publishers,http://www.gspublishers.com/
452,GSB Life Sciences,http://gsblifesciences.org/index.php
453,Gupta Publications,http://www.guptapublications.com/
454,Gurpukur Research Institute (GPRI) (g-Science),http://gscience.gurpukur.com/
455,Gyancity Research Lab Private Limited,http://gyancity.com/
456,Halmac Research,http://www.halmacresearch.org/
457,"Hans Publishers, Inc. (HansPub)",http://www.hanspub.org/
458,Har Krishan Bhalla & Sons (HKB Publications),http://hkbpublications.com/
459,Healthcare Bulletin,http://www.healthcare-bulletin.com/
460,Heighten Science Publications (HSP),http://www.heighpubs.com/
461,Helics Scientific Network (Helics Group),http://helicsonline.net/
462,Hendun Research Access,http://www.hendun.org/
463,Henry Publishing Group,http://www.henrypublishinggroup.com/
464,Herald International Research Journals,http://heraldjournals.org/index.htm
465,Herald Scholarly Open Access,http://www.heraldopenaccess.us/
